id,title,area,section,read_only,risk,administrator,catalog_status,entry,route_line,route,implementation,tests_mentioning_id,runtime_status,individual_command_executed_by_audit,evidence_class
sandbox-config,Create a Windows Sandbox configuration,Security,Protection,False,High,Required,Implemented,All Tools / ExecuteSelectedToolCommand,436,"await SandboxConfigAsync(p, cancellationToken).ConfigureAwait(false),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:594,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
telemetry-lake-records,Telemetry lake records,All tools,Commands,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,309,"await TelemetryLakeRecordsAsync(p, cancellationToken).ConfigureAwait(false),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.State.cs:326,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
telemetry-lake,Telemetry lake summary,All tools,Commands,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,310,"await TelemetryLakeAggregateAsync(p, cancellationToken).ConfigureAwait(false),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.State.cs:347,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
telemetry-ingest,Add a telemetry record,All tools,Commands,False,Moderate,Required,Implemented,All Tools / ExecuteSelectedToolCommand,437,"await TelemetryIngestAsync(p, cancellationToken).ConfigureAwait(false),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.State.cs:291,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
telemetry-retention,Change telemetry retention,All tools,Commands,False,Moderate,Required,Implemented,All Tools / ExecuteSelectedToolCommand,438,"await TelemetryRetentionAsync(p, cancellationToken).ConfigureAwait(false),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.State.cs:299,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
binary-intelligence,Inspect a Windows binary,Security,Status,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,311,"await BinaryIntelligenceAsync(p, cancellationToken).ConfigureAwait(false),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:687,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
binary-intelligence-capability,Binary inspection capability,Security,Status,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,312,"BinaryIntelligenceCapability(),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:697,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
ebpf-capability,eBPF capability,Security,Status,True,ReadOnly,MayBeRequired,Implemented,All Tools / ExecuteSelectedToolCommand,313,"ToolCapability(""ebpf"", [""netsh.exe""], ""eBPF for Windows is exposed through netsh when installed.""),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:699,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
ebpf-programs,Loaded eBPF programs,Security,Status,True,ReadOnly,MayBeRequired,Implemented,All Tools / ExecuteSelectedToolCommand,314,"await EbpfProgramsAsync(p, cancellationToken).ConfigureAwait(false),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:705,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
ebpf-admit,Admit an eBPF program,Security,Hardening,False,High,Required,Implemented,All Tools / ExecuteSelectedToolCommand,439,"await EbpfAdmitAsync(p, cancellationToken).ConfigureAwait(false),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:713,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
display-pipeline,Display pipeline status,All tools,Commands,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,315,"DisplayPipeline(),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Desktop.cs:63,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
virtual-display-capability,Virtual display capability,All tools,Commands,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,316,"VirtualDisplayCapability(),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Desktop.cs:73,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
display-calibrate,Calibrate a display,All tools,Commands,False,High,Required,Implemented,All Tools / ExecuteSelectedToolCommand,440,"DisplayCalibrate(p),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Desktop.cs:86,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
wireguard-tunnels,WireGuard tunnels,Security,Status,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,317,"await WireGuardTunnelsAsync(p, cancellationToken).ConfigureAwait(false),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:723,,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
quic-capability,QUIC capability,Security,Status,True,ReadOnly,No,Implemented,All Tools / ExecuteSelectedToolCommand,318,"QuicCapability(),",src/WinCare.Infrastructure/Commands/WindowsCommandExecutor.Experience.cs:731,tests/WinCare.Application.Tests/ToolCatalogServiceTests.cs; tests/WinCare.CommandCatalog.Tests/CommandCatalogTests.cs,unverified; a route/test mention is not behavior verification,no,source inventory only; not runtime verified
